year,subject,number,question,dis,pass
104,英語,28,28.  What does The idea mean in the reading? (A) Water is important in one’s everyday life.(B) Water is not just about one’s everyday needs.      (C) It is nice to have a cool bath on a hot summer day.(D) We should not take a bath when there is little water.,0.38,0.46
104,英語,29,29.  What is the reading mostly about? (A) Why it is important to save water.(B) How water may give a country power. (C) How water may play a part in one’s future.(D) Why it is hard to get water in poor countries.,0.36,0.33
104,英語,30,30.  What do we know from the reading? (A) Children in poor countries die from drinking dirty water every day.(B) Girls who spend little time at school have a harder life when they grow up.(C) Girls in countries like Tanzania are often paid less for the same job than the boys are.(D) Children from poor families are often kept from school to take care of younger children.,0.53,0.5
104,英語,31,"31.  Families in the countries of Benin, Ghana, Guinea and Madagascar   deal with the job of water-collecting the same way Tanzanian families chart 圖表do.  From the reading, which chart best shows the fact?(A)       (B)How long people spend getting water  How long people spend getting water (minutes a day) (minutes a day)50 50girls girlses40 boys es40 boysut30 ut30n nmi mi20 2010 100 0(cid:37)(cid:72)(cid:81)(cid:76)(cid:81) (cid:42)(cid:75)(cid:68)(cid:81)(cid:68) (cid:42)(cid:88)(cid:76)(cid:81)(cid:72)(cid:68) (cid:48)(cid:68)(cid:71)(cid:68)(cid:74)(cid:68)(cid:86)(cid:70)(cid:68)(cid:85) (cid:37)(cid:72)(cid:81)(cid:76)(cid:81) (cid:42)(cid:75)(cid:68)(cid:81)(cid:68) (cid:42)(cid:88)(cid:76)(cid:81)(cid:72)(cid:68) (cid:48)(cid:68)(cid:71)(cid:68)(cid:74)(cid:68)(cid:86)(cid:70)(cid:68)(cid:85)country country(C)       (D)",0.62,0.54
104,英語,32,32.  What is Garden House?(A) A bakery.(B) A gift shop.(C)	A	flower	shop.(D) An apartment.,0.61,0.71
104,英語,33,33.  What can we learn about Keith? (A) He forgot to meet Amber and Matt for lunch.(B) He did not know how to get to Amber’s apartment.(C) He called Amber without knowing her phone was not working.(D) He did not know Amber left him a voice message this morning.,0.56,0.51
104,英語,34,34.  Which sentence was most likely part of the message that Amber left Keith this morning?(A) “Matt and I will go to the party after lunch.” likely 可能(B) “Don’t forget to buy a birthday gift for Liz.”(C)	“You	can	go	straight	to	the	party	from	your	office.”(D) “I need to talk to you about the party this weekend.”,0.49,0.41
104,英語,35,"35.  What lesson can we learn from Froggie’s story? (A) Life is too short; one should live it to the fullest.(B) Those who use their time well will win in the end.(C) People are blind to problems that slowly get worse over time.(D)	It	is	difficult	to	give	up	old	habits,	but	easy	to	pick	up	new	ones.	",0.59,0.59
104,英語,36,36.  What do we know about Froggie?  (A) He learned to share what he liked with others.(B) He thought what he had hoped for became real.(C) He once almost lost a dear friend to a water snake.(D) He wanted to go back to the same pot for a hot bath.,0.6,0.54
104,英語,37,37.  What does it mean when someone is in a calamitous state?  (A) They have serious trouble.  (B) They try to change themselves.  (C) They are looking for a second chance.  (D) They lost interest in the outside world.,0.62,0.52
104,英語,38,"38.  What can we learn about the church-goers from the report?    (A) Between 1980 and 2005, few church-goers were younger than 50.  (B) In 2010, only 6% of church-goers were younger than 50 years old.  (C) In 2020, the percentage (%) of church-goers drops to lower than half that in 1980.(D) Between 1980 and 2020, the rising number of old church-goers has led to an old church.",0.45,0.47
104,英語,39,39.  What is talked about in the report? (A) Where the church’s money goes.(B) How people decide to join a church.(C) What happens to churches that are closed.(D) Why people have stopped going to church.,0.58,0.55
104,英語,40,"40.	 Below	are	four	findings	from	other	reports.		Which	does	NOT	agree	with	the	idea	of	the report? (A) “Reports show over 90% of church-goers go to church because their fathers do.  In 		the last 20 years, 49% of men under 30 have left the church.  That means there’s 		a 90% chance that their children won’t go to church.  This is hard for the church 		to take in.”(B) “Between 2003 and 2010, over 1,000 new churches were built in the country.  		This may sound like good news.  During the same years, however, more than 			2,000 were closed.”(C) “In the report, 33% of the people that were interviewed say they never go to 			church and another 33% say they used to.  Only 15% go to church at least once a  			month.”(D) “Of the 15 countries in the report, the percentage (%) of church-goers in some ",0.44,0.39
105,英語,1,1.  Look at the picture.  What is the dog doing?(A) Biting the man.(B) Crossing the street.(C) Running after the bus.(D) Sitting on the sidewalk.,0.62,0.75
105,英語,2,2.  Chris: Which            looks better on me?          Penny: I think purple’s better.  You look great in purple.(A) color  (B) grade  (C) shape  (D) size,0.59,0.79
105,英語,3,3.  My cat got excited when it saw the boy            the birds.(A) catches  (B) catching  (C)  to catch  (D) caught,0.52,0.56
105,英語,4,4.  Mr. Jackson is a very            writer; people of all ages enjoy his stories.(A) polite  (B) popular  (C) handsome   (D) honest,0.61,0.76
105,英語,5,5.  Carol sounded happy when we talked on the phone; I could feel joy in her           . (A) eyes  (B) mail  (C) smile  (D) voice  ,0.67,0.66
105,英語,6,6.  Mark studies very hard and never            classes.  He goes to school even when he is sick.(A) loses   (B) misses  (C) changes  (D) forgets,0.6,0.66
105,英語,7,7.  Have you got anything for Joe           ?  He’d be happy to get your gift on his birthday.(A) almost  (B) either  (C) soon  (D) yet ,0.63,0.64
105,英語,8,"8.  Susan bought            bread in the supermarket, but she did not buy anything to drink.(A) many   (B) some   (C) any  (D) one",0.5,0.65
105,英語,9,9.  Playing sports at least three times a week            good for your health.   (A) is  (B) are  (C) has  (D) have,0.63,0.62
105,英語,10,10.  My parents have different hobbies.  One enjoys baking;            enjoys taking pictures.  (A) another  (B) the next  (C) the other  (D) the second,0.46,0.62
105,英語,11,11.  My mom told me to take care of            in England.  She worried that I couldn’t eat or sleep well there.(A) me  (B) myself  (C) her  (D) herself,0.59,0.76
105,英語,12,12.  The paint on the wall is not as            as it was ten years ago.  It has changed from white to gray. (A) bright  (B) heavy  (C) sure  (D) young,0.64,0.54
105,英語,13,"13.  I told you this road went the wrong way, but you just wouldn’t listen.  Now we have to            and take another road. (A) go ahead  (B) move away  (C) pass by  (D) turn back",0.66,0.64
105,英語,14,14.	 The	last	five	years	have	not	been	           to Jennie.  Her face is covered with lines and she looks much older than she is. (A) kind  (B) special  (C) real  (D) enough,0.47,0.45
105,英語,15,"15.  My dog Jimmy loves             with a comb.  Every time I comb his hair, he will close his eyes and fall asleep.  (A) to brush  (B) brushing  (C) to be brushing  (D) being brushed",0.44,0.27
105,英語,16,16.  What is the reading for?	 (A)	Finding	out	why	the	old	street	was	on	fire.  (B) Inviting people to do business on the old street.	 (C)	Getting	people	to	find	ways	to	save	the	old	street.	 (D)	Asking	for	help	for	people	who	got	hurt	in	the	fire.,0.58,0.68
105,英語,17,17.  Which is NOT used in the reading to talk about the old street?   (A) A good friend.    (B) The old Pinky.   (C) A parent.           (D) A living history.,0.61,0.74
105,英語,18,18.  What is FunGana 2016 for?  (A) Studying sea animals in Gana.  (B) Giving courses in water sports.  (C) Giving weather reports in Gana.   (D) Helping people experience Gana.,0.56,0.44
105,英語,19,19.  What does the reading say about Piso Island?  (A) It makes the best cars in Gana.   (B) It has nice weather in every season.  (C) It is the most popular island in Gana.   (D) It has the most mud springs in the world. ,0.54,0.48
105,英語,20,20.  What does adjacent to mean?  (A) Like.  (B) Near.  (C) Bigger than.   (D) Warmer than.,0.61,0.52
105,英語,21,21.  What do we know from the notice? (A) The summer school is three weeks long. (B) Students can order lunch from the school restaurant.(C) There are basketball classes in the gym every week except the third week. (D) Those who need to borrow dancing shoes must tell Mr. Shum the day before. ,0.35,0.4
105,英語,22,"22.  Below is what Tina told her friends about the classes in her summer school schedule.Mr. Reed was really crazy to give us so many new words at one time.  Who can possibly remember all of them in a night?  In our art class, when Ms. Grant asked us to draw a picture, I just drew a mad me looking at Mr. Reed.  But then I totally forgot about Mr. Reed after two hours of PE classes in the afternoon.  I was just too tired to think!  Luckily, there was no computer class today to make it a really bad day.        Which day was Tina talking about?  (A) Monday.  (B) Tuesday.   (C) Wednesday.        (D) Thursday.",0.56,0.63
105,英語,23,23.  Which is most likely true about the speaker in the reading?  likely 可能(A) He thinks a black cat is hiding somewhere in the house. (B) He feels lonely because he is the only child in his family. (C) He is looking for something he left somewhere in the house. (D) He is afraid of being by himself when he feels ghosts around. ,0.51,0.43
105,英語,24,24.  What can we learn about Lucy in the reading? (A) She keeps opening the door. (B) Her voice makes the speaker feel safe. (C) Her candy was hidden in the kitchen. (D) She was away from home last Halloween. ,0.6,0.54
105,英語,25,25.  What does IT in picture 7 mean?(A) Rule 22 is easy to follow.(B) Anyone can die at any time.(C) Flying airplanes is dangerous.(D) The soldier has become crazy.,0.67,0.66
105,英語,26,26.  What can we learn from the comics? (A) The doctor tried several ways to help the soldier. (B) The soldier cared about his life more than his job.  (C) The soldier went to ask the doctor about Rule 22. (D) The use of “catch-22” appeared before Joseph Heller’s book. ,0.6,0.61
105,英語,27,"27.  From the comics, which is most likely an example of “catch-22”?(A) I need to go to hospital, but there are no hospitals near my house. (B) I need my key to open the door of my house, but I left my key at school. (C) I need some special experience to get this job, but I can’t get this kind of       experience except from this job. (D) I want to go out with Jennifer on New Year’s Day, but I’m not sure whether",0.55,0.68
105,英語,28,28.  What does it	in	the	first	line	mean?		(A) The gate of Buzzing World.            (B)	Alec’s	butterfly	photo.(C) Alec’s plan for his date.                   (D) Anything with six legs.,0.56,0.47
105,英語,29,29.  What does this one mean in the dialogue? (A) What food Wavelength sells.          (B) Why Olivia does not like seafood.(C) What Alec thinks about Wavelength.  (D) What food Olivia does not like to eat.,0.56,0.49
105,英語,30,30.  What can we learn about Alec?(A) He was told that Olivia likes nice surprises.(B) He decided to cook Olivia a nice seafood dinner.(C)	He	was	happy	that	Olivia	was	finally	his	girlfriend.(D) He gave up the idea of taking Olivia to Buzzing World.,0.61,0.52
105,英語,31,"31.  Emily is a friend of Olivia’s.  If she agrees with Lori, what would she most likely say to Alec? likely 可能(A) “This is just what Olivia would want!”(B) “You never know what a girl like Olivia would want.”(C) “Make a different plan or have a date with a different girl!”(D) “She never cares what she does on a date; she cares who she has a date with.”",0.29,0.39
105,英語,32,32.  What can we learn from the news report?(A) How to deal with Cow Cold.(B) Whether people may catch Cow Cold.(C) How fast Cow Cold has hit the country.(D)	How	to	find	out	if	cows	have	Cow	Cold.,0.59,0.58
105,英語,33,33.  Which map will most likely appear with the above news report? (A)    (B)     (C)      (D) ,0.51,0.44
105,英語,34,"34.  If a store’s sales keep slumping, what would the sales chart look like?  chart 圖表(A)                                     (B) Sales Sales$100,000 $100,000$75,000 $75,000$50,000 $50,000$25,000 $25,000$0 $0Aug. Sept. Oct. Nov. Aug. Sept. Oct. Nov.Sales Sales(C)                                     (D) ",0.61,0.51
105,英語,35,35.  (A) had looked like  (B) looked like    (C) would look like    (D) has looked like,0.46,0.52
105,英語,36,36.  (A) had changed  (B) changed        (C) was going to change (D) has changed,0.46,0.48
105,英語,37,37.  (A) used to be              (B) would be       (C) has been               (D) is,0.6,0.54
105,英語,38,38.  (A) had wanted   (B) has wanted    (C) would want              (D) will want ,0.32,0.32
105,英語,39,39.  (A) think differently about when to start a family  (B)	do	not	find	family	as	important	as	their	parents	did	(C) want many different things when they start a family (D) have several different ideas about what makes a family ,0.63,0.55
105,英語,40,40.  (A) whether people are married or not (B) whether people have a child or not (C) whether people live together or not (D) whether people love each other or not ,0.49,0.47
105,英語,41,41.  (A) This is not surprising (B) This is not possible everywhere(C) It is no good news for everyone(D) It cannot be this way for very long ,0.39,0.38
106,英語,1,1.  Look at the picture.  The dog is sitting           .(A) on the bag  (B) next to the woman(C) inside the bag(D) between the woman and the bag,0.53,0.83
106,英語,1,"1.  NT$250 a box.2.  You can choose as many as six kinds of fruit        and vegetables a box. 3.  Service charge: NT$50 a box.4.  No service charge if order is over NT$1,000. Send us photos of your delicious dishes that are made with our “seconds” to  oneandonly@wonkymarkt.com, and you may win our cookbook. service charge 手續費27.  What does Wonky Markt care about?(A) Supermarkets often sell “seconds” at a lower price. (B) Farmers don’t know how to grow fewer “seconds.”(C) “Seconds” are thrown away because of how they look.(D) People don’t know much about picking fresh “seconds.” ",0.53,0.83
106,英語,2,2.  My sister wants to buy a car            she doesn’t have enough money.  (A) because  (B) but  (C) if  (D) or,0.48,0.85
106,英語,2,"2.  You can choose as many as six kinds of fruit        and vegetables a box. 3.  Service charge: NT$50 a box.4.  No service charge if order is over NT$1,000. Send us photos of your delicious dishes that are made with our “seconds” to  oneandonly@wonkymarkt.com, and you may win our cookbook. service charge 手續費27.  What does Wonky Markt care about?(A) Supermarkets often sell “seconds” at a lower price. (B) Farmers don’t know how to grow fewer “seconds.”(C) “Seconds” are thrown away because of how they look.(D) People don’t know much about picking fresh “seconds.” ",0.48,0.85
106,英語,3,3.  Jim always forgets my birthday.  He has asked me many times and still can’t            it.(A) answer  (B) celebrate  (C) remember  (D) understand ,0.57,0.79
106,英語,3,"3.  Service charge: NT$50 a box.4.  No service charge if order is over NT$1,000. Send us photos of your delicious dishes that are made with our “seconds” to  oneandonly@wonkymarkt.com, and you may win our cookbook. service charge 手續費27.  What does Wonky Markt care about?(A) Supermarkets often sell “seconds” at a lower price. (B) Farmers don’t know how to grow fewer “seconds.”(C) “Seconds” are thrown away because of how they look.(D) People don’t know much about picking fresh “seconds.” ",0.57,0.79
106,英語,4,4.  The little girl was            by a truck on her way home and was badly hurt.  (A) hit  (B) led  (C) lost  (D) paid,0.66,0.7
106,英語,4,"4.  No service charge if order is over NT$1,000. Send us photos of your delicious dishes that are made with our “seconds” to  oneandonly@wonkymarkt.com, and you may win our cookbook. service charge 手續費27.  What does Wonky Markt care about?(A) Supermarkets often sell “seconds” at a lower price. (B) Farmers don’t know how to grow fewer “seconds.”(C) “Seconds” are thrown away because of how they look.(D) People don’t know much about picking fresh “seconds.” ",0.66,0.7
106,英語,5,5.  Excuse me.  I really need to go now.  My kids            for me at school.  (A) are waiting  (B) were waiting  (C) wait  (D) waited,0.59,0.73
106,英語,6,"6.  Amy’s father is very sick.  The doctors can do nothing for him, so Amy went to the temple to            for him.  (A) care  (B) count  (C) look  (D) pray",0.7,0.64
106,英語,7,7.  I’m glad that my school has students wear           .  I don’t have to worry about what clothes to wear to school.  (A) belts  (B) caps  (C) gloves  (D) uniforms,0.65,0.73
106,英語,8,8.  We are surprised that Sally and Ray decided to get married.  No one knows           .They often fight with each other and are unhappy together.(A) why  (B) where  (C) when  (D) how  ,0.6,0.68
106,英語,9,9.  I don’t think Katie will read any one of the books you’ve picked out for her:            look(s) very boring.                                  (A) it  (B) one  (C) some  (D) they,0.54,0.53
106,英語,10,10.  Jenny’s bag is very heavy because            filled with toy cars.  (A) it is  (B) they are  (C) there is  (D) there are,0.48,0.46
106,英語,11,11.             a map with you when you go to a place for the first time.  (A) Have taken    (B) Take   (C) Taking   (D) To take,0.45,0.53
106,英語,12,12.  The weather            rainy and cloudy in the last few days.  I hope the sun will come out soon.  (A) has been  (B) had been  (C) will be  (D) would be,0.4,0.46
106,英語,13,13.  All the excuses Nick made            a lot about how much he hates to do the job.  (A) say  (B) saying  (C) which say  (D) to say,0.38,0.4
106,英語,14,14.  Sabine walks so            in the apartment that sometimes you don’t even know she’s just passed by.  You wonder if her feet ever touch the floor.   (A) freely   (B) lightly  (C) shyly   (D) slowly,0.5,0.44
106,英語,15,"15.  In the past, people thought it was a            idea to send e-mails and read news online, but now it is part of our everyday life.  (A) simple      (B) popular     (C) good      (D) fresh",0.69,0.46
106,英語,16,16.  What is the book festival for? (A) Selling second-hand books. (B) Telling people how to choose books. (C) Inviting people to change books with each other. (D) Knowing what kinds of books are the most popular. ,0.6,0.66
106,英語,17,17.  Sonja is busy packing some books for the book festival.  Which is most likely one of them?(A) An old dictionary of medicine.    likely 可能(B) A book of short stories in English. (C) A picture book with her own notes. (D) A workbook she used in her math class.,0.66,0.64
106,英語,18,"18.  Look at the calendar.  If Sean has a book festival card,  when can he use it? (A) March 3. (B) March 14. (C) March 23. (D) March 29. ",0.68,0.58
106,英語,19,19.  What happened in the story?(A) A killer was caught by the police.         (B) The writer’s family invited a stranger to dinner.(C) The writer’s brother ran to their parents for help.(D) A man ran away after he heard the writer’s mother’s voice.,0.72,0.62
106,英語,20,20.  What can we learn about the writer and the man with a bag?(A) The man attacked the writer.(B) The writer followed the man into the dark.   (C) The writer did not find out who the man was in the end.(D) The man did not want the writer to see things in his bag.,0.65,0.67
106,英語,21,21.  How do people feel when they experience something horrendous?(A) Angry.     (B) Sad.       (C) Scared.        (D) Tired.,0.63,0.75
106,英語,22,22.  What does the catch mean in the dialogue?(A) A plan that starts well but ends badly.(B) A fact that everyone knows but never talks about.(C) A problem that is hidden behind something good.(D) An action that is right in one way but wrong in another.,0.59,0.56
106,英語,23,23.  What does it mean in the dialogue? (A) Taking care of Charlie.(B) Having dinner with Jessica.(C) Going to the football game.(D) Going to London for vacation.,0.68,0.64
106,英語,24,24.  What do we know from the dialogue?(A) Ruth will go to London next Saturday.(B) Ruth had trouble booking a hotel room in London.(C) Nate is the first person that Ruth thought of for help.(D) Nate is surprised that Ruth was able to book a table at Leeds.,0.67,0.61
106,英語,25,25.  What is this reading for?(A) Telling people rules about hospital visits.(B) Getting people to stand up and speak for doctors.(C) Telling people how to find a good doctor for themselves.(D) Getting doctors to share their experiences in saving lives.,0.57,0.54
106,英語,26,26.  What does this problem mean in the reading?(A) Doctors’ long working hours.(B) Doctors’ problems with nurses.(C) Doctors do not see enough people a day.(D) Doctors are not paid enough for their work.,0.64,0.74
106,英語,27,27.  What does Wonky Markt care about?(A) Supermarkets often sell “seconds” at a lower price. (B) Farmers don’t know how to grow fewer “seconds.”(C) “Seconds” are thrown away because of how they look.(D) People don’t know much about picking fresh “seconds.” ,0.64,0.61
106,英語,28,"28.  What do we know about buying the “seconds” from Wonky Markt? (A) You can save 20-40% if you shop for a second time. (B) If you buy three boxes, you will need to pay NT$900.(C) You can choose not only their size but also their shape.(D) To win the cookbook, you need to buy at least six boxes.",0.55,0.47
106,英語,29,"29.  What can we learn from the reading?(A) No buses go from Apple City to Orange Island before the bus line changes.(B) Before July 1, those who want to visit Mango Island have to take a bus at Berry City.(C) Traveling from Apple City to Grape Town will take less time after the bus line changes.(D) Before July 1, Dashing Shuttle does not have buses from Apple City to Peach City.",0.64,0.47
