year,subject,number,question,dis,pass
105,數學,11,"11.坐標平面上有一個二元一次方程式的圖形，此圖形通過(−3,0)、(0,−5)兩點。判斷此圖形與下列哪一個方程式的圖形的交點在第三象限？(A)x−4=0(B)x+4=0(C)y−4=0(D)y+4=0",0.58,0.55
105,數學,12,12.如圖(六)，△ABC中，D、E兩點分別在AC、ABC上，DE為BC的中垂線，BD為∠ADE的角平分線。若∠A=58°，則∠ABD的度數為何？D(A)58(B)59BEC(C)61圖(六)(D)62,0.49,0.46
105,數學,13,13.若一正方形的面積為20平方公分，周長為x公分，則x的值介於下列哪兩個整數之間？(A)16，17(B)17，18(C)18，19(D)19，20,0.51,0.55
105,數學,14,14.如圖(七)，圓O通過五邊形OABCD的四個頂點。若ABD=150°，∠A=65°，∠D=60°，則BC的度數O為何？AD(A)25(B)40BC(C)50圖(七)(D)55,0.55,0.52
105,數學,15,15.圖(八)的六邊形是由甲、乙兩個長方形和丙、丁兩個等腰直角三角形所組成，其中甲、乙的面積和等於丙、丁的面積和。若丙的一股長為2，且丁的面積比丙的面積小，則丁的一股長為何？1(A)23(B)5圖(八)(C)2−3(D)4−23,0.5,0.43
105,數學,16,16.圖(九)的矩形ABCD中，E點在CD上，且AE<AC。若P、Q兩點分別在AD、AE上，AP：PD=4：1，AQ：QE=4：1，直線PQ交AC於R點，且Q、R兩點到CD的距離分別為q、r，則下列關係何者正確？(A)q<r，QE=RCDEC(B)q<r，QE<RC(C)q=r，QE=RC(D)q=r，QE<RC,0.51,0.46
105,數學,17,17.已知a、b、c為三正整數，且a、b的最大公因數為12，a、c的最大公因數為18。若a介於50與100之間，則下列敘述何者正確？(A)8是a的因數，8是b的因數(B)8是a的因數，8不是b的因數(C)8不是a的因數，8是c的因數(D)8不是a的因數，8不是c的因數,0.4,0.47
105,數學,19,19.表(一)為小潔打算在某電信公司購買一支MAT手機與搭配一個門號的兩種方案。此公司每個月收取通話費與月租費的方式如下：若通話費超過月租費，只收通話費；若通話費不超過月租費，只收月租費。若小潔每個月的通話費均為x元，x為400到600之間的整數，則在不考慮其他費用並使用兩年的情況下，x至少為多少才會使得選擇乙方案的總花費比甲方案便宜？表(一)(A)500(cid:1176)(cid:1041)(cid:2594)(cid:908)(cid:1041)(cid:2594)(B)516(cid:2000)(cid:4134)(cid:1937)(cid:1044)(cid:2714)(cid:3748)(cid:993)()400600(C)517MAT(cid:1035)(cid:5138)(cid:4669)(cid:2609)((cid:993))1500013000(D)600(cid:1881)(cid:3904)(cid:1635)(cid:3816)(cid:506)(cid:1072)(cid:930)(cid:1041)(cid:2594)(cid:1663)(cid:1283)(cid:995)(cid:972)(cid:1105)(cid:6210)(cid:1523)(cid:1044)(cid:2714)(cid:3748),0.39,0.36
105,數學,20,20.如圖(十一)，以矩形ABCD的A為圓心，AD長為半徑畫弧，交AB於F點；再以C為圓心，CD長為半徑畫弧，17E交AB於E點。若AD=5，CD=，則EF的長度為何？3(A)2FBC(B)3圖(十一)2(C)37(D),0.52,0.39
105,數學,21,"21.坐標平面上，某二次函數圖形的頂點為(2,−1)，此函數圖形與x軸相交於P、Q兩點，且PQ=6。若此函數圖形通過(1,a)、(3,b)、(−1,c)、(−3,d)四點，則a、b、c、d之值何者為正？(A)a(B)b(C)c(D)d",0.6,0.47
105,數學,22,22.圖(十二)的矩形ABCD中，E為AB的中點，有一圓過C、D、E三點，且此圓分別與AD、BC相交於P、Q兩點。甲、乙兩人想找到此圓的圓心O，其作法如下：(甲)作∠DEC的角平分線L，作DE的中垂線，交L於O點，則O即為所求(乙)連接PC、QD，兩線段交於一點O，則O即為所求對於甲、乙兩人的作法，下列判斷何者正確？AD(A)兩人皆正確P(B)兩人皆錯誤E(C)甲正確，乙錯誤QBC(D)甲錯誤，乙正確,0.43,0.38
105,數學,23,23.如圖(十三)，正六邊形ABCDEF中，P、Q兩點AF分別為△ACF、△CEF的內心。若AF=2，則PPQ的長度為何？QBE(A)1(B)2CD(C)23−2圖(十三)(D)4−23,0.44,0.5
105,數學,24,24.如圖(十四)，OP為一條拉直的細線，A、B兩點在OP上，且OA：AP=1：3，OB：BP=3：5。若先固定B點，將OB摺向BP，使得OB重疊在BP上，如圖(十五)，再從圖(十五)的A點及與A點重疊處一起剪開，使得細線分成三段，則此三段細線由小到大的長度比為何？(A)1：1：1OABP圖(十四)(B)1：1：2(C)1：2：2(D)1：2：5BAOP圖(十五),0.31,0.37
105,數學,25,25.如圖(十六)，矩形ABCD中，M、E、F三點在AD上，N是矩形兩對角線的交點。若AB=24，AD=32，MD=16，ED=8，FD=7，則下列哪一條直線是A、C兩點的對稱軸？AMEFD(A)直線MN(B)直線ENN(C)直線FN(D)直線DN,0.39,0.33
106,數學,1,1.算式(−2)×−5−−3之值為何？(A)13(B)7(C)−13(D)−7,0.52,0.79
106,數學,2,2.下列哪一個選項中的等式成立？2(A)2=23(B)3=34(C)4=45(D)5=5,0.44,0.88
106,數學,3,3.計算6x•(3−2x)的結果，與下列哪一個式子相同？(A)−12x2+18x(B)−12x2+3(C)16x(D)6x,0.53,0.8
106,數學,4,4.若阿光以四種不同的方式連接正六邊形ABCDEF的兩條對角線，連接後的情形如下列選項中的圖形所示，則下列哪一個圖形不是線對稱圖形？(A)(B)(C)(D),0.46,0.8
106,數學,5,"5.已知坐標平面上有兩直線相交於一點(2,a)，且兩直線的方程式分別為2x+3y=7、3x−2y=b，其中a、b為兩數。求a+b之值為何？(A)1(B)−1(C)5(D)−5",0.53,0.78
106,數學,6,6.阿信、小怡兩人打算搭乘同一班次電車上學。若此班次電車共有5節車廂，且阿信從任意一節車廂上車的機會相等，小怡從任意一節車廂上車的機會相等，則兩人從同一節車廂上車的機率為何？1(A)21(B)51(C)101(D),0.32,0.68
106,數學,7,7.平面上有A、B、C三點，其中AB=3，BC=4，AC=5。若分別以A、B、C為圓心，半徑長為2畫圓，畫出圓A、圓B、圓C，則下列敘述何者正確？(A)圓A與圓C外切，圓B與圓C外切(B)圓A與圓C外切，圓B與圓C外離(C)圓A與圓C外離，圓B與圓C外切(D)圓A與圓C外離，圓B與圓C外離,0.55,0.67
106,數學,8,8.下列選項中所表示的數，哪一個與252的最大公因數為42？(A)2×3×52×72(B)2×32×5×72(C)22×3×52×7(D)22×32×5×7,0.64,0.52
106,數學,9,9.某高中的籃球隊成員中，一、二年級的成員共有8人，三年級的成員有3人。一、二年級的成員身高(單位：公分)如下：172、172、174、174、176、176、178、178若隊中所有成員的平均身高為178公分，則隊中三年級成員的平均身高為幾公分？(A)178(B)181(C)183(D)186,0.62,0.59
106,數學,10,10.已知在卡樂芙超市內購物總金額超過190元時，購物總金額有打八折的優惠。安妮帶200元到卡樂芙超市買棒棒糖，若棒棒糖每根9元，則她最多可買多少根棒棒糖？(A)22(B)23(C)27(D)28,0.51,0.73
106,數學,11,11.如圖(一)，△ABC中，D、E兩點分別在AB、BC上。若AD：DB=CE：EB=2：3，則△DBE與△ADC的面積比為何？(A)3：5(B)4：5圖(一)(C)9：10(D)15：16,0.55,0.51
106,數學,12,12.一元二次方程式x2−8x=48可表示成(x−a)2=48+b的形式，其中a、b為整數。求a+b之值為何？(A)20(B)12(C)−12(D)−20,0.56,0.49
106,數學,13,"13.已知坐標平面上有一長方形ABCD，其坐標分別為A(0,0)、B(2,0)、C(2,1)、D(0,1)。今固定B點並將此長方形依順時針方向旋轉，如圖(二)所示。若旋轉後C點的坐標為(3,0)，則旋轉後D點的坐標為何？(A)(2,2)(B)(2,3)(C)(3,3)(D)(3,2)",0.52,0.64
106,數學,14,14.圖(三)為平面上五條直線L、L、L、L、L相交的情形。根據圖中標示12345的角度，判斷下列敘述何者正確？(A)L和L平行，L和L平行1323(B)L和L平行，L和L不平行1323(C)L和L不平行，L和L平行1323(D)L和L不平行，L和L不平行,0.58,0.62
106,數學,15,15.威立到小吃店買水餃，他身上帶的錢恰好等於15粒蝦仁水餃或20粒韭菜水餃的價錢。若威立先買了9粒蝦仁水餃，則他身上剩下的錢恰好可買多少粒韭菜水餃？(A)6(B)8(C)9(D)12,0.53,0.53
106,數學,16,16.將圖(四)中五邊形紙片ABCDE的A點以BE為摺線往下摺，A點恰好落在CD上，如圖(五)所示。再分別以圖(五)的AB、AE為摺線，將C、D兩點往上摺，使得A、B、C、D、E五點均在同一平面上，如圖(六)所示。若圖(四)中∠A=124°，則圖(六)中∠CAD的度數為何？(A)56(B)60(C)62(D)68,0.62,0.56
106,數學,17,17.若a、b為兩質數且相差2，則ab+1之值可能為下列何者？(A)392(B)402(C)412(D)422,0.53,0.49
106,數學,18,18.如圖(七)，O為銳角三角形ABC的外心，四邊形OCDE為正方形，其中E點在△ABC的外部。判斷下列敘述何者正確？(A)O是△AEB的外心，O是△AED的外心(B)O是△AEB的外心，O不是△AED的外心(C)O不是△AEB的外心，O是△AED的外心(D)O不是△AEB的外心，O不是△AED的外心,0.42,0.43
106,數學,19,19.圖(八)為互相垂直的兩直線將四邊形ABCD分成四個區域的情形。若∠A=100°，∠B=∠D=85°，∠C=90°，則根據圖中標示的角，判斷下列∠1、∠2、∠3的大小關係，何者正確？(A)∠1=∠2>∠3(B)∠1=∠3>∠2(C)∠2>∠1=∠3(D)∠3>∠1=∠2,0.49,0.4
106,數學,20,20.圖(九)的數線上有O、A、B三點，其中O為原點，A點所表示的數為106。根據圖中數線上這三點之間的實際距離進行估計，下列何者最接近B點所表示的數？(A)2×106(B)4×106(C)2×107圖(九)(D)4×108,0.57,0.49
106,數學,21,21.如圖(十)，△ABC、△ADE中，C、E兩點分別在AD、AB上，且BC與DE相交於F點。若∠A=90°，∠B=∠D=30°，AC=AE=1，則四邊形AEFC的周長為何？(A)22(B)23(C)2+2(D)2+3,0.46,0.45
106,數學,22,22.已知坐標平面上有兩個二次函數y=a(x+1)(x−7)、y=b(x+1)(x−15)的圖形，其中a、b為整數。判斷將二次函數y=b(x+1)(x−15)的圖形依下列哪一種方式平移後，會使得此兩圖形的對稱軸重疊？(A)向左平移4單位(B)向右平移4單位(C)向左平移8單位(D)向右平移8單位,0.5,0.37
106,數學,23,23.圖(十一)為阿輝、小薰一起到商店分別買了數杯飲料與在家分飲料的經過。2000(cid:502)圖(十一)若每杯飲料的價格均相等，則根據圖中的對話，判斷阿輝買了多少杯飲料？(A)22(B)25(C)47(D)50,0.38,0.38
106,數學,24,24.如圖(十二)，水平桌面上有個內部裝水的長方體箱子，箱內有一個與底面垂直的隔板，且隔板左右兩側的水面高度分別為40公分、50公分。今將隔板抽出，若過程中箱內的水量未改變，且不計箱子及隔板厚度，則根據圖中的數據，求隔板抽出後水面靜止時，箱內的水面高度為多少公分？(A)43(B)44(C)45(D)46,0.55,0.49
106,數學,25,25.如圖(十三)，某計算機中有、、三個按鍵，以下是這三個按鍵的功能。1.：將螢幕顯示的數變成它的正平方根，C√1/xx2+_例如：螢幕顯示的數為49時，按下後會變成7。CE789÷2.：將螢幕顯示的數變成它的倒數，MC456+_例如：螢幕顯示的數為25時，按下後會變成0.04。MR123M+0.=+3.：將螢幕顯示的數變成它的平方，圖(十三)例如：螢幕顯示的數為6時，按下後會變成36。若螢幕顯示的數為100時，小劉第一下按，第二下按，第三下按，之後以、、的順序輪流按，則當他按了第100下後螢幕顯示的數是多少？(A)0.01(B)0.1(C)10(D)100,0.38,0.38
106,數學,26,26.圖(十四)為兩正方形ABCD、BPQR重疊的情形，其中R點在AD上，CD與QR相交於S點。若兩正方形ABCD、BPQR的面積分別為16、25，則四邊形RBCS的面積為何？ARD(A)8S17(B)2Q28(C)BC377(D),0.44,0.33
107,數學,1,1.下列選項中的圖形有一個為線對稱圖形，判斷此圖形為何？(A)(B)(C)(D),0.38,0.92
107,數學,2,2.已知a=(−)−，b=−(−)，c=−−，141516141516141516判斷下列敘述何者正確？(A)a=c，b=c(B)a=c，b≠c(C)a≠c，b=c(D)a≠c，b≠c,0.5,0.75
107,數學,3,"3.已知坐標平面上，一次函數y=3x+a的圖形通過點(0,−4)，其中a為一數，求a的值為何？(A)−12(B)−4(C)4(D)12",0.55,0.8
107,數學,4,4.已知某文具店販售的筆記本每本售價均相等且超過10元，小錦和小勳在此文具店分別購買若干本筆記本。若小錦購買筆記本的花費為36元，則小勳購買筆記本的花費可能為下列何者？(A)16元(B)27元(C)30元(D)48元,0.55,0.79
107,數學,5,5.若二元一次聯立方程式的解為x=a，y=b，則a+b之值為何？3x−y=8(A)24(B)0(C)−4(D)−8,0.57,0.71
107,數學,6,6.已知甲、乙兩袋中各裝有若干顆球，其種類與數量表(一)如表(一)所示。今阿馮打算從甲袋中抽出一顆球，小潘打算從乙袋中抽出一顆球，若甲袋中每顆球被抽出的機會相等，且乙袋中每顆球被抽出的機會相等，則下列敘述何者正確？(A)阿馮抽出紅球的機率比小潘抽出紅球的機率大(B)阿馮抽出紅球的機率比小潘抽出紅球的機率小(C)阿馮抽出黃球的機率比小潘抽出黃球的機率大(D)阿馮抽出黃球的機率比小潘抽出黃球的機率小,0.61,0.73
107,數學,7,7.算式6×(−1)之值為何？3(A)2−6(B)2−1(C)2−6(D)1,0.64,0.62
107,數學,8,8.若一元二次方程式x2−8x−3×11=0的兩根為a、b，且a>b，則a−2b之值為何？(A)−25(B)−19(C)5(D)17,0.63,0.65
107,數學,9,9.如圖(一)，△ABC中，D為BC的中點，以D為圓心，BD長為半徑畫一弧交AC於E點。若∠A=60°，∠B=100°，BC=4，則扇形BDE的面積為何？1(A)π32(B)π34(C)π圖(一)95(D)π,0.55,0.71
107,數學,10,10.圖(二)為大興電器行的促銷活動傳單，已知促銷第一天美食牌微波爐賣出10台，且其銷售額為61000元。若活動期間此款微波爐總共賣出50台，則其總銷售額為多少元？(A)305000(B)321000(C)329000(D)342000,0.58,0.69
107,數學,11,11.如圖(三)，五邊形ABCDE中有一正三角形ACD。若AB=DE，BC=AE，∠E=115°，則∠BAE的度數為何？(A)115(B)120(C)125圖(三)(D)130,0.58,0.66
107,數學,12,12.圖(四)為O、A、B、C四點在數線上的位置圖，其中O為原點，且AC=1，OA=OB。若C點所表示的數為x，則B點所表示的數與下列何者相等？(A)−(x+1)(B)−(x−1)(C)x+1圖(四)(D)x−1,0.55,0.58
107,數學,13,13.圖(五)的宣傳單為萊克印刷公司設計與印刷卡片計價方式的說明，妮娜打算請此印刷公司設計一款母親節卡片並印刷，她再將卡片以每張15元的價格販售。若利潤等於收入扣掉成本，且成本只考慮設計費與印刷費，則她至少需印多少張卡片，才可使得卡片全數售出後的利潤超過成本的2成？(A)112(B)121(C)134(D)143,0.44,0.5
107,數學,14,14.如圖(六)，I點為△ABC的內心，D點在BC上，且ID⊥BC。若∠B=44°，∠C=56°，則∠AID的度數為何？(A)174(B)176(C)178圖(六)(D)180,0.63,0.49
107,數學,15,15.圖(七)為一直角柱，其底面是三邊長為5、12、13的直角三角形。若下列選項中的圖形均由三個矩形與兩個直角三角形組合而成，且其中一個為圖(七)的直角柱的展開圖，則根據圖形中標示的邊長與直角記號判斷，此展開圖為何？(A)(B)圖(七)(C)(D),0.5,0.62
107,數學,16,16.若小舒從1~50的整數中挑選4個數，使其由小到大排序後形成一等差數列，且4個數中最小的是7，則下列哪一個數不可能出現在小舒挑選的數之中？(A)20(B)25(C)30(D)35,0.54,0.53
107,數學,17,17.已知a=3.1×10−4，b=5.2×10−8，判斷下列關於a−b之值的敘述何者正確？(A)比1大(B)介於0、1之間(C)介於−1、0之間(D)比−1小,0.57,0.59
107,數學,18,18.如圖(八)，銳角三角形ABC中，BC>AB>AC，甲、乙兩人想找一點P，使得∠BPC與∠A互補，其作法分別如下：(甲)以A為圓心，AC長為半徑畫弧交AB於P點，則P即為所求(乙)作過B點且與AB垂直的直線L，作過C點且圖(八)與AC垂直的直線，交L於P點，則P即為所求對於甲、乙兩人的作法，下列敘述何者正確？(A)兩人皆正確(B)兩人皆錯誤(C)甲正確，乙錯誤(D)甲錯誤，乙正確,0.42,0.48
107,數學,19,19.已知甲、乙兩班的學生人數相同，圖(九)為兩班某次數學小考成績的盒狀圖。若甲班、乙班學生小考成績的中位數分別為a、b；甲班、乙班中小考成績超過80分的學生人數分別為c、d，則下列a、b、c、d的大小關係，何者正確？(A)a>b，c>d(B)a>b，c<d(C)a<b，c>d圖(九)(D)a<b，c<d,0.51,0.61
107,數學,20,20.圖(十)的矩形ABCD中，有一點E在AD上，今以BE為摺線將A點往右摺，如圖(十一)所示。再作過A點且與CD垂直的直線，交CD於F點，如圖(十二)所示。若AB=63，BC=13，∠BEA=60°，則圖(十二)中AF的長度為何？(A)2(B)4(C)23(D)43,0.49,0.44
107,數學,21,21.已知坐標平面上有一直線L，其方程式為y+2=0，且L與二次函數y=3x2+a的圖形相交於A、B兩點；與二次函數y=−2x2+b的圖形相交於C、D兩點，其中a、b為整數。若AB=2，CD=4，則a+b之值為何？(A)1(B)9(C)16(D)24,0.52,0.38
107,數學,22,22.如圖(十三)，兩圓外切於P點，且通過P點的公切線為L。過P點作兩直線，兩直線與兩圓的交點為A、B、C、D，其位置如圖(十三)所示。若AP=10，CP=9，則下列角度關係何者正確？(A)∠PBD>∠PAC(B)∠PBD<∠PAC圖(十三)(C)∠PBD>∠PDB(D)∠PBD<∠PDB,0.45,0.42
107,數學,23,23.小柔想要搾果汁，她有蘋果、芭樂、柳丁三種水果，且其顆數比為9：7：6。小柔搾完果汁後，蘋果、芭樂、柳丁的顆數比變為6：3：4。已知小柔搾果汁時沒有使用柳丁，關於她搾果汁時另外兩種水果的使用情形，下列敘述何者正確？(A)只使用蘋果(B)只使用芭樂(C)使用蘋果及芭樂，且使用的蘋果顆數比使用的芭樂顆數多(D)使用蘋果及芭樂，且使用的芭樂顆數比使用的蘋果顆數多,0.65,0.51
107,數學,24,24.如圖(十四)，△ABC、△FGH中，D、E兩點分別在AB、AC上，F點在DE上，G、H兩點在BC上，且DE//BC，FG//AB，FH//AC。若BG：GH：HC=4：6：5，則△ADE與△FGH的面積比為何？(A)2：1(B)3：2(C)5：2(D)9：4,0.57,0.37
107,數學,25,25.某商店將巧克力包裝成方形、圓形禮盒出售，且每盒方形禮盒的價錢相同，每盒圓形禮盒的價錢相同。阿郁原先想購買3盒方形禮盒和7盒圓形禮盒，但他身上的錢會不足240元，如果改成購買7盒方形禮盒和3盒圓形禮盒，他身上的錢會剩下240元。若阿郁最後購買10盒方形禮盒，則他身上的錢會剩下多少元？(A)360(B)480(C)600(D)720,0.44,0.37
107,數學,26,"26.如圖(十五)，坐標平面上，A、B兩點分別為圓PB與x軸、y軸的交點，有一直線L通過P點且與AB垂直，C點為L與y軸的交點。若A、B、C的Ax坐標分別為(a,0)、(0,4)、(0,−5)，其中a<0，P則a的值為何？C(A)−214(B)−25圖(十五)(C)−8(D)−7",0.32,0.32
108,數學,1,1.算式−−(−)之值為何？363(A)−24(B)−311(C)−64(D)−,0.61,0.83
